id,poj_input,poj_unicode,tailo_input,tailo_unicode,taigi_hanji,page_number
1230,Ap-mu-phang,Ap-mu-phang,Ap-mu-phang,Ap-mu-phang,鴨母？,313
1231,Ap-ma5-koat8,Ap-mâ-koa̍t,Ap-ma5-kuat8,Ap-mâ-kua̍t,鴨麻瓜,313
1232,Chhi3-chhang-chhiu7,Chhì-chhang-chhiū,Tshi3-tshang-tshiu7,Tshì-tshang-tshiū,刺葱樹,314
1233,Chhi3-chhang,Chhì-chhang,Tshi3-tshang,Tshì-tshang,刺葱,314
1234,Soe3-hoo7-chhi3-chhang,Sòe-hō͘-chhì-chhang,Sue3-hoo7-tshi3-tshang,Suè-hōo-tshì-tshang,細號刺葱,314
1235,Kau2-kha-toe5,Káu-kha-tôe,Kau2-kha-tue5,Káu-kha-tuê,狗腳蹄,314
1236,Thong-chhau2,Thong-chháu,Thong-tshau2,Thong-tsháu,蓪草、通草,315
1237,Hoe-chho2,Hoe-chhó,Hue-tsho2,Hue-tshó,花草,315
1238,Toa7-pun2-soann-khun5-chhai3,Tōa-pún-soaⁿ-khûn-chhài,Tua7-pun2-suann-khun5-tshai3,Tuā-pún-suann-khûn-tshài,大本山芹菜,315
1239,Tok8-hoat8,To̍k-hoa̍t,Tok8-huat8,To̍k-hua̍t,獨活,315
1240,Khun5-chhai3,Khûn-chhài,Khun5-tshai3,Khûn-tshài,芹菜,315
1241,Chha5-oo5,Chhâ-ô͘,Tsha5-oo5,Tshâ-ôo,柴胡,316
1242,Ham-khah-chhau2,Ham-khah-chháu,Ham-khah-tshau2,Ham-khah-tsháu,含殼草、蚶壳草,316
1243,Joa7-a2-chhau2,Jōa-á-chháu,Jua7-a2-tshau2,Juā-á-tsháu,蚋仔草,316
1244,Ham-khah-a2-chhau2,Ham-khah-á-chháu,Ham-khah-a2-tshau2,Ham-khah-á-tsháu,蚶壳仔草,316
1245,Ian5-sui,Iân-sui,Ian5-sui,Iân-sui,莞荽、莞蓑,316
1246,Ang5-chhai3-thau5,Âng-chhài-thâu,Ang5-tshai3-thau5,Âng-tshài-thâu,紅菜頭,316
1247,Hoe5-hiunn,Hôe-hiuⁿ,Hue5-hiunn,Huê-hiunn,茴香,317
1248,Kim-chhinn5-poh8-ho,Kim-chhîⁿ-po̍h-ho,Kim-tshinn5-poh8-ho,Kim-tshînn-po̍h-ho,金錢薄荷,317
1249,Khit-chhiah8-oann2,Khit-chhia̍h-oáⁿ,Khit-tshiah8-uann2,Khit-tshia̍h-uánn,乞食碗,317
1250,Ang5-kut-ham-khak-chhau2,Âng-kut-ham-khak-chháu,Ang5-kut-ham-khak-tshau2,Âng-kut-ham-khak-tsháu,紅骨含殼草,317
1251,Ham-khah-chinn5-chhau2,Ham-khah-chîⁿ-chháu,Ham-khah-tsinn5-tshau2,Ham-khah-tsînn-tsháu,含殼錢草,317
1252,Pian3-te7-hut,Piàn-tē-hut,Pian3-te7-hut,Piàn-tē-hut,變地忽,317
1253,Pian3-te7-gim2,Piàn-tē-gím,Pian3-te7-gim2,Piàn-tē-gím,變地錦、遍地錦,317
1254,Soe3-pun2-soann-khun5-chhai3,Sòe-pún-soaⁿ-khûn-chhài,Sue3-pun2-suann-khun5-tshai3,Suè-pún-suann-khûn-tshài,細本山芹菜,317
1255,Chui2-khun5-chhai3,Chúi-khûn-chhài,Tsui2-khun5-tshai3,Tsuí-khûn-tshài,水芹菜,317
1256,Hong5-hong,Hông-hong,Hong5-hong,Hông-hong,防風,318
1257,Moa2-soann-ang5,Móa-soaⁿ-âng,Mua2-suann-ang5,Muá-suann-âng,滿山紅,321
1258,Moa2-soann-ang5,Móa-soaⁿ-âng,Mua2-suann-ang5,Muá-suann-âng,滿山紅,322
1259,Hoo7-soann3-a2,Hō͘-sòaⁿ-á,Hoo7-suann3-a2,Hōo-suànn-á,雨傘仔,324
1260,Thih-hoo7-soann3,Thih-hō͘-sòaⁿ,Thih-hoo7-suann3,Thih-hōo-suànn,鐵雨傘,324
1261,Oe2-kha-niu5-soann3-chhiu7,Oé-kha-niû-sòaⁿ-chhiū,Ue2-kha-niu5-suann3-tshiu7,Ué-kha-niû-suànn-tshiū,矮腳凉傘樹,324
1262,Hoo7-soann3-a2,Hō͘-sòaⁿ-á,Hoo7-suann3-a2,Hōo-suànn-á,雨傘子,324
1263,Chhiu7-ki2,Chhiū-kí,Tshiu7-ki2,Tshiū-kí,樹？,325
1264,Lak8-kak-chhau2,La̍k-kak-chháu,Lak8-kak-tshau2,La̍k-kak-tsháu,六角草,325
1265,Soann-kui3-hoe,Soaⁿ-kùi-hoe,Suann-kui3-hue,Suann-kuì-hue,山桂花,325
1266,Chit-hi5-tann2,Chit-hî-táⁿ,Tsit-hi5-tann2,Tsit-hî-tánn,鯽魚膽,325
1267,Tek-ki2,Tek-kí,Tik-ki2,Tik-kí,竹？,326
1268,Thih-a2,Thih-á,Thih-a2,Thih-á,鐵仔,326
1269,Phang-chhau2,Phang-chháu,Phang-tshau2,Phang-tsháu,香草,327
1270,Hiunn-chhau2,Hiuⁿ-chháu,Hiunn-tshau2,Hiunn-tsháu,香草,327
1271,Chhit-li2-hiong,Chhit-lí-hiong,Tshit-li2-hiong,Tshit-lí-hiong,七里香,327
1272,Oo-bin7-be2,O͘-bīn-bé,Oo-bin7-be2,Oo-bīn-bé,烏面馬,328
1273,Hang-a2-chhau2,Hang-á-chháu,Hang-a2-tshau2,Hang-á-tsháu,？仔草,328
1274,Chhiah-chiok,Chhiah-chiok,Tshiah-tsiok,Tshiah-tsiok,赤？,328
1275,Koann-a2,Koaⁿ-á,Kuann-a2,Kuann-á,杆仔,328
1276,Phah-ko2-kong-chhiu7,Phah-kó-kong-chhiū,Phah-ko2-kong-tshiu7,Phah-kó-kong-tshiū,？古公樹,328
1277,Chioh8-chheng5,Chio̍h-chhêng,Tsioh8-tshing5,Tsio̍h-tshîng,石松,329
1278,Chhiu7-chhinn,Chhiū-chhiⁿ,Tshiu7-tshinn,Tshiū-tshinn,樹青,329
1279,Mo5-khi7,Mô-khī,Mo5-khi7,Mô-khī,毛柿,329
1280,Mo5-khi7-keh,Mô-khī-keh,Mo5-khi7-keh,Mô-khī-keh,毛柿格,329
1281,Oo-chhai5-a2,O͘-chhâi-á,Oo-tshai5-a2,Oo-tshâi-á,烏材仔,329
1282,Oo-chhai5-khi7,O͘-chhâi-khī,Oo-tshai5-khi7,Oo-tshâi-khī,烏材柿,329
1283,Khi7-a2,Khī-á,Khi7-a2,Khī-á,柿仔,329
1284,Ang5-khi7,Âng-khī,Ang5-khi7,Âng-khī,紅柿,329
1285,Ng5-sim-a2,N̂g-sim-á,Ng5-sim-a2,N̂g-sim-á,黃心仔,329
1286,Soann-khi7,Soaⁿ-khī,Suann-khi7,Suann-khī,山柿,329
1287,Oo-phe5-chioh8-leng5,O͘-phê-chio̍h-lêng,Oo-phe5-tsioh8-ling5,Oo-phê-tsio̍h-lîng,烏皮石柃,330
1288,Soann-iunn5-hi7,Soaⁿ-iûⁿ-hī,Suann-iunn5-hi7,Suann-iûnn-hī,山羊耳,331
1289,Soe3-hioh8-peh8-mng5,Sòe-hio̍h-pe̍h-mn̂g,Sue3-hioh8-peh8-mng5,Suè-hio̍h-pe̍h-mn̂g,細葉白門,331
1290,Toa7-hioh8-peh8-mng5,Tōa-hio̍h-pe̍h-mn̂g,Tua7-hioh8-peh8-mng5,Tuā-hio̍h-pe̍h-mn̂g,大葉白門,332
1291,Peh8-mng5,Pe̍h-mn̂g,Peh8-mng5,Pe̍h-mn̂g,白們,332
1292,Phann3-tainn2,Phàⁿ-táiⁿ,Phann3-tainn2,Phànn-táinn,？？,333
1293,Phnna3-thai,Phnnà-thai,Phnna3-thai,Phnnà-thai,？？,333
1294,Tann2-chio,Táⁿ-chio,Tann2-tsio,Tánn-tsio,打招,333
1295,Oo-phe5-kiu2-kiong,O͘-phê-kiú-kiong,Oo-phe5-kiu2-kiong,Oo-phê-kiú-kiong,烏皮九芎,333
1296,Peh8-chhiu7,Pe̍h-chhiū,Peh8-tshiu7,Pe̍h-tshiū,白樹,333
1297,Oo-koe-bu2,O͘-koe-bú,Oo-kue-bu2,Oo-kue-bú,烏雞母,333
1298,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,葉下白,333
1299,Chhiah-huih-a2,Chhiah-huih-á,Tshiah-huih-a2,Tshiah-huih-á,赤血仔,334
1300,Ang5-phe5,Âng-phê,Ang5-phe5,Âng-phê,紅皮,334
1301,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,葉下白,334
1302,Thih-chhiu7,Thih-chhiū,Thih-tshiu7,Thih-tshiū,鐵樹,334
1303,Peh8-koe-iu5,Pe̍h-koe-iû,Peh8-kue-iu5,Pe̍h-kue-iû,白鷄油,334
1304,Soann-khoo2-leng7,Soaⁿ-khó͘-lēng,Suann-khoo2-ling7,Suann-khóo-līng,山苦楝,334
1305,Koa-thoo5,Koa-thô͘,Kua-thoo5,Kua-thôo,柯土,334
1306,Peh8-koe-iu5,Pe̍h-koe-iû,Peh8-kue-iu5,Pe̍h-kue-iû,白鷄油,334
1307,Peh8-koe-iu5-ku7,Pe̍h-koe-iû-kū,Peh8-kue-iu5-ku7,Pe̍h-kue-iû-kū,白鷄油舅,334
1308,Siu3-eng,Siù-eng,Siu3-ing,Siù-ing,秀英,334
1309,Bak8-ni7-hoe,Ba̍k-nī-hoe,Bak8-ni7-hue,Ba̍k-nī-hue,茉莉花,335
1310,Bak-ni7,Bak-nī,Bak-ni7,Bak-nī,茉莉,335
1311,Soann-soo3-eng,Soaⁿ-sò͘-eng,Suann-soo3-ing,Suann-sòo-ing,山素英,335
1312,Soann-su3-eng,Soaⁿ-sù-eng,Suann-su3-ing,Suann-sù-ing,山四英,335
1313,Kui3-hoe,Kùi-hoe,Kui3-hue,Kuì-hue,桂花,335
1314,Chhi3-keh,Chhì-keh,Tshi3-keh,Tshì-keh,刺格,336
1315,Soann-kui3-hoe,Soaⁿ-kùi-hoe,Suann-kui3-hue,Suann-kuì-hue,山桂花,336
1316,Iong5-phoo,Iông-pho͘,Iong5-phoo,Iông-phoo,揚波,336
1317,Hai2-iong5-phoo,Hái-iông-pho͘,Hai2-iong5-phoo,Hái-iông-phoo,海洋波,336
1318,Peh8-poo-kiunn,Pe̍h-po͘-kiuⁿ,Peh8-poo-kiunn,Pe̍h-poo-kiunn,白埔姜,336
1319,Soann-soainn7-a2,Soaⁿ-soāiⁿ-á,Suann-suainn7-a2,Suann-suāinn-á,山檨仔,339
1320,Hai2-soainn7-a2,Hái-soāiⁿ-á,Hai2-suainn7-a2,Hái-suāinn-á,海檨仔,339
1321,Kau5-hoann-hi2,Kâu-hoaⁿ-hí,Kau5-huann-hi2,Kâu-huann-hí,猴歡喜,339
1322,Sng-tin3,Sng-tìn,Sng-tin3,Sng-tìn,酸藤,339
1323,Lin-tin5,Lin-tîn,Lin-tin5,Lin-tîn,乳藤,339
1324,Su3-si5-chhun,Sù-sî-chhun,Su3-si5-tshun,Sù-sî-tshun,四時春,339
1325,Jit8-jit8-chhun,Ji̍t-ji̍t-chhun,Jit8-jit8-tshun,Ji̍t-ji̍t-tshun,日日春,339
1326,Kip-tek-tho5,Kip-tek-thô,Kip-tik-tho5,Kip-tik-thô,夾竹桃,340
1327,Tho5-tek,Thô-tek,Tho5-tik,Thô-tik,桃竹,340
1328,Hoan-hoe,Hoan-hoe,Huan-hue,Huan-hue,蕃花,340
1329,Hoan-a2-hoe,Hoan-á-hoe,Huan-a2-hue,Huan-á-hue,蕃仔花,340
1330,Soann-be2-te5,Soaⁿ-bé-tê,Suann-be2-te5,Suann-bé-tê,山馬蹄,340
1331,Soann-ho-chio,Soaⁿ-ho-chio,Suann-ho-tsio,Suann-ho-tsio,山胡椒,340
1332,Be2-te5-hoe,Bé-tê-hoe,Be2-te5-hue,Bé-tê-hue,馬茶花、馬蹄花,340
1333,Soann-be2-te5,Soaⁿ-bé-tê,Suann-be2-te5,Suann-bé-tê,山馬茶,340
1334,Hong-put-tong7,Hong-put-tōng,Hong-put-tong7,Hong-put-tōng,風不動,341
1335,Bu2-hia-tin5,Bú-hia-tîn,Bu2-hia-tin5,Bú-hia-tîn,武靴藤,341
1336,Kiu5-lan5,Kiû-lân,Kiu5-lan5,Kiû-lân,毬蘭,342
1337,Bo5-kun-chhau2,Bô-kun-chháu,Bo5-kun-tshau2,Bô-kun-tsháu,無根草,343
1338,Tau7-hoo2,Tāu-hó͘,Tau7-hoo2,Tāu-hóo,豆虎,343
1339,Be2-te5-kim,Bé-tê-kim,Be2-te5-kim,Bé-tê-kim,馬蹄金,343
1340,Han-chu5,Han-chû,Han-tsu5,Han-tsû,蕃薯,344
1341,Hoan-a2-tin5,Hoan-á-tîn,Huan-a2-tin5,Huan-á-tîn,蕃仔藤,344
1342,Oann2-kong-hoe,Oáⁿ-kong-hoe,Uann2-kong-hue,Uánn-kong-hue,碗公花,344
1343,Hoan-a2-tin5,Hoan-á-tîn,Huan-a2-tin5,Huan-á-tîn,蕃仔藤,345
1344,Han-chu5-ku7,Han-chû-kū,Han-tsu5-ku7,Han-tsû-kū,蕃薯舅,345
1345,Oann2-kong-hoe,Oáⁿ-kong-hoe,Uann2-kong-hue,Uánn-kong-hue,碗公花,345
1346,Be2-oann-tin5,Bé-oaⁿ-tîn,Be2-uann-tin5,Bé-uann-tîn,馬鞍藤,345
1347,Eng3-chhai3,Èng-chhài,Ing3-tshai3,Ìng-tshài,甕菜、應菜,345
1348,Phoa3-poo3-bok8,Phòa-pò͘-bo̍k,Phua3-poo3-bok8,Phuà-pòo-bo̍k,破布木,347
1349,Soann-poo3-chi2,Soaⁿ-pò͘-chí,Suann-poo3-tsi2,Suann-pòo-tsí,山布子,347
1350,Phoa3-poo3-chi2,Phòa-pò͘-chí,Phua3-poo3-tsi2,Phuà-pòo-tsí,破布子,347
1351,Chhiu7-chi2-a2,Chhiū-chí-á,Tshiu7-tsi2-a2,Tshiū-tsí-á,樹子仔,347
1352,Phoa3-poo3-pp,Phòa-pò͘-pp,Phua3-poo3-pp,Phuà-pòo-pp,破布烏,348
1353,Poo3-poo3-oo-chhiu7,Pò͘-pò͘-o͘-chhiū,Poo3-poo3-oo-tshiu7,Pòo-pòo-oo-tshiū,布布烏樹,348
1354,Poo3-poo3-oo,Pò͘-pò͘-o͘,Poo3-poo3-oo,Pòo-pòo-oo,布布烏,348
1355,Soann-pin-nng5,Soaⁿ-pin-nn̂g,Suann-pin-nng5,Suann-pin-nn̂g,山檳榔,348
1356,Kau7-khak-a2,Kāu-khak-á,Kau7-khak-a2,Kāu-khak-á,厚殼仔,348
1357,Gu5-kut-a2,Gû-kut-á,Gu5-kut-a2,Gû-kut-á,牛骨仔,348
1358,Khau2-kha-a2,Kháu-kha-á,Khau2-kha-a2,Kháu-kha-á,口脚仔,348
1359,Kim-hi7-tui7,Kim-hī-tūi,Kim-hi7-tui7,Kim-hī-tuī,金耳墜,348
1360,Kau2-be2-chhau2,Káu-bé-chháu,Kau2-be2-tshau2,Káu-bé-tsháu,狗尾草,348
1361,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,Kim-só-sî,金鎖匙,349
1362,Chui2-chhau2,Chúi-chháu,Tsui2-tshau2,Tsuí-tsháu,水草,349
1363,Chhin3-png7-thng,Chhìn-pn̄g-thng,Tshin3-png7-thng,Tshìn-pn̄g-thng,？飯藤,349
1364,Hai2-ka-tang,Hái-ka-tang,Hai2-ka-tang,Hái-ka-tang,海茄苳,349
1365,Hai2-ka-tin5,Hái-ka-tîn,Hai2-ka-tin5,Hái-ka-tîn,海茄藤,349
1366,Chhoo-khng-a2,Chho͘-khng-á,Tshoo-khng-a2,Tshoo-khng-á,粗糠仔,350
1367,Peh8-chhoo-khng-a2,Pe̍h-chho͘-khng-á,Peh8-tshoo-khng-a2,Pe̍h-tshoo-khng-á,白粗糠仔,350
1368,Tai7-teng-hong5,Tāi-teng-hông,Tai7-ting-hong5,Tāi-ting-hông,大丁黃,350
1369,Mng5-chiong-kun,Mn̂g-chiong-kun,Mng5-tsiong-kun,Mn̂g-tsiong-kun,毛將軍,350
1370,Ang5-bin7-mng5-chiong-kun,Âng-bīn-mn̂g-chiong-kun,Ang5-bin7-mng5-tsiong-kun,Âng-bīn-mn̂g-tsiong-kun,紅面毛將軍,350
1371,Poo-chhau2-iunn7,Po͘-chháu-iūⁿ,Poo-tshau2-iunn7,Poo-tsháu-iūnn,埔草樣,351
1372,Chhau3-bak8-ni7,Chhàu-ba̍k-nī,Tshau3-bak8-ni7,Tshàu-ba̍k-nī,臭茉莉、臭？莉,351
1373,Peh8-hoe-khoo2-na5-poann5,Pe̍h-hoe-khó͘-nâ-pôaⁿ,Peh8-hue-khoo2-na5-puann5,Pe̍h-hue-khóo-nâ-puânn,白花苦藍盤,351
1374,Khoo2-na5-poann5,Khó͘-nâ-pôaⁿ,Khoo2-na5-puann5,Khóo-nâ-puânn,苦藍盤,351
1375,Peh8-leng5-chun5-hoe,Pe̍h-lêng-chûn-hoe,Peh8-ling5-tsun5-hue,Pe̍h-lîng-tsûn-hue,白龍船花,351
1376,Leng5-chun5-hoe,Lêng-chûn-hoe,Ling5-tsun5-hue,Lîng-tsûn-hue,龍船花,351
1377,Soann-ti-ka5,Soaⁿ-ti-kâ,Suann-ti-ka5,Suann-ti-kâ,山豬枷、山豬茄,351
1378,Goo2-leng5-lan5,Gó͘-lêng-lân,Goo2-ling5-lan5,Góo-lîng-lân,五龍蘭,352
1379,Ah-chhui3-poe-hong5,Ah-chhùi-poe-hông,Ah-tshui3-pue-hong5,Ah-tshuì-pue-hông,鴨嘴？黃,352
1380,Ah-chih8-hong5,Ah-chi̍h-hông,Ah-chih8-hong5,Ah-chi̍h-hông,鴨舌黃,352
1381,Ah-chhui3-hong5,Ah-chhùi-hông,Ah-tshui3-hong5,Ah-tshuì-hông,鴨嘴黃,352
1382,Hau7-khak-chhi3,Hāu-khak-chhì,Hau7-khak-tshi3,Hāu-khak-tshì,鱟壳刺,352
1383,Gu5-kut-a2-chhiu7,Gû-kut-á-chhiū,Gu5-kut-a2-tshiu7,Gû-kut-á-tshiū,牛骨仔樹,353
1384,Gu5-kut-a2,Gû-kut-á,Gu5-kut-a2,Gû-kut-á,牛骨仔,353
1385,Thih-tio3-koann,Thih-tiò-koaⁿ,Thih-tio3-kuann,Thih-tiò-kuann,鐵釣竿,353
1386,Thih-bi2-pinn,Thih-bí-piⁿ,Thih-bi2-pinn,Thih-bí-pinn,鐵馬鞭,353
1387,Be2-pinn-chhau2,Bé-piⁿ-chháu,Be2-pinn-tshau2,Bé-pinn-tsháu,馬鞭草,353
1388,Te5-bi2-chhau2,Tê-bí-chháu,Te5-bi2-tshau2,Tê-bí-tsháu,茶米草,353
1389,Poh8-kiunn-a2,Po̍h-kiuⁿ-á,Poh8-kiunn-a2,Po̍h-kiunn-á,薄姜仔,353
1390,Moa5-a2,Môa-á,Mua5-a2,Muâ-á,蔴仔,353
1391,Poo-kiunn,Po͘-kiuⁿ,Poo-kiunn,Poo-kiunn,埔姜,353
1392,M7-kiann-te5,M̄-kiaⁿ-tê,M7-kiann-te5,M̄-kiann-tê,不驚茶,353
1393,M7-kiann-keng,M̄-kiaⁿ-keng,M7-kiann-king,M̄-kiann-king,不驚經,353
1394,Soann-poo-kiunn,Soaⁿ-po͘-kiuⁿ,Suann-poo-kiunn,Suann-poo-kiunn,山埔姜,353
1395,Oo-tinn,O͘-tiⁿ,Oo-tinn,Oo-tinn,烏甜,353
1396,Oo-tinn-a2,O͘-tiⁿ-á,Oo-tinn-a2,Oo-tinn-á,烏甜仔,353
1397,Poo3-kiunn,Pò͘-kiuⁿ,Poo3-kiunn,Pòo-kiunn,布姜,353
1399,Hai2-poo-kiunn,Hái-po͘-kiuⁿ,Hai2-poo-kiunn,Hái-poo-kiunn,海埔姜,353
1400,Peh8-poo-kiunn,Pe̍h-po͘-kiuⁿ,Peh8-poo-kiunn,Pe̍h-poo-kiunn,白埔姜,353
1401,Chat-chat-ang5,Chat-chat-âng,Tsat-tsat-ang5,Tsat-tsat-âng,節節紅,354
1402,Chiam-be2-hong,Chiam-bé-hong,Tsiam-be2-hong,Tsiam-bé-hong,尖尾風,354
1403,San3-huih-chhau2,Sàn-huih-chháu,San3-huih-tshau2,Sàn-huih-tsháu,臭天黃,354
1404,Kim-kiam3-chhau2,Kim-kiàm-chháu,Kim-kiam3-tshau2,Kim-kiàm-tsháu,金劍草,354
1405,Chhai3-chhau2-thau5,Chhài-chháu-thâu,Tshai3-tshau2-thau5,Tshài-tsháu-thâu,菜草頭,354
1406,Sat-bu2-thau5,Sat-bú-thâu,Sat-bu2-thau5,Sat-bú-thâu,虱母頭,354
1407,Boah-chhau2,Boah-chháu,Buah-tshau2,Buah-tsháu,抹草,354
1408,Hi5-chiam-chhau2,Hî-chiam-chháu,Hi5-tsiam-tshau2,Hî-tsiam-tsháu,魚針草,354
1409,He7-koo-chhau2,Hē-ko͘-chháu,He7-koo-tshau2,Hē-koo-tsháu,夏枯草,354
1410,Peh8-hoe-a2-chhau2,Pe̍h-hoe-á-chháu,Peh8-hue-a2-tshau2,Pe̍h-hue-á-tsháu,白花仔草,355
1411,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,茶匙黃,355
1412,Siunn-su-chhau2,Siuⁿ-su-chháu,Siunn-su-tshau2,Siunn-su-tsháu,相思草,355
1413,Kim-chinn5-poh8-ho,Kim-chîⁿ-po̍h-ho,Kim-tsinn5-poh8-ho,Kim-tsînn-po̍h-ho,金錢薄荷,355
1414,Hoo2-ka7-hong5,Hó͘-kā-hông,Hoo2-ka7-hong5,Hóo-kā-hông,虎咬廣,355
1415,Poo3-kut-siau,Pò͘-kut-siau,Poo3-kut-siau,Pòo-kut-siau,布骨梢,355
1416,Phann3-kut-siau,Phàⁿ-kut-siau,Phann3-kut-siau,Phànn-kut-siau,？骨橚,356
1417,Peh8-phann3-kut-siau,Pe̍h-phàⁿ-kut-siau,Peh8-phann3-kut-siau,Pe̍h-phànn-kut-siau,白？骨橚,356
1418,Ang5-phann3-kut-siau,Âng-phàⁿ-kut-siau,Ang5-phann3-kut-siau,Âng-phànn-kut-siau,紅？骨橚,356
1419,Koe-kha-chhau2,Koe-kha-chháu,Kue-kha-tshau2,Kue-kha-tsháu,鷄脚草,356
1420,Tek8-lan5,Te̍k-lân,Tik8-lan5,Ti̍k-lân,澤蘭,356
1421,Lok8-a2-chhai3,Lo̍k-á-chhài,Lok8-a2-tshai3,Lo̍k-á-tshài,鹿仔菜,356
1422,Ah-bu2-chhau2,Ah-bú-chháu,Ah-bu2-tshau2,Ah-bú-tsháu,益母草,356
1423,Peh8-ah-be2-chhau2,Pe̍h-ah-bé-chháu,Peh8-ah-be2-tshau2,Pe̍h-ah-bé-tsháu,白益母草,356
1424,Peh8-khun-chhau2,Pe̍h-khun-chháu,Peh8-khun-tshau2,Pe̍h-khun-tsháu,白昆草,356
1425,Kim-chinn5-poh8-ho,Kim-chîⁿ-po̍h-ho,Kim-tsinn5-poh8-ho,Kim-tsînn-po̍h-ho,金錢薄荷,357
1426,Peh8-hoe-chhau2,Pe̍h-hoe-chháu,Peh8-hue-tshau2,Pe̍h-hue-tsháu,白花草,357
1427,Chhau2-be2-hong5,Chháu-bé-hông,Tshau2-be2-hong5,Tsháu-bé-hông,鼠尾黃,357
1428,Poh8-ho,Po̍h-ho,Poh8-ho,Po̍h-ho,薄荷,357
1429,Sian-chhau2,Sian-chháu,Sian-tshau2,Sian-tsháu,仙草,357
1430,Thoo2-giu5-chhit,Thó͘-giû-chhit,Thoo2-giu5-tshit,Thóo-giû-tshit,土牛七,358
1431,Thih-bok8-kun3,Thih-bo̍k-kùn,Thih-bok8-kun3,Thih-bo̍k-kùn,鐵木棍,358
1432,It-ki-hiunn,It-ki-hiuⁿ,It-ki-hiunn,It-ki-hiunn,一枝香,358
1433,Hiunn-ju5,Hiuⁿ-jû,Hiunn-ju5,Hiunn-jû,香榆,358
1434,Hiunn-hu5,Hiuⁿ-hû,Hiunn-hu5,Hiunn-hû,香符,358
1435,Chhoa3-pan2-chhau2,Chhòa-pán-chháu,Tshua3-pan2-tshau2,Tshuà-pán-tsháu,蔡板草,358
1436,Kau2-chan3-thah,Káu-chàn-thah,Kau2-tsan3-thah,Káu-tsàn-thah,九層塔,358
1437,Chi2-soo,Chí-so͘,Tsi2-soo,Tsí-soo,紫蘇,358
1438,Ang5-chi2-soo,Âng-chí-so͘,Ang5-tsi2-soo,Âng-tsí-soo,紅紫蘇,358
1439,Soann-chi2-soo,Soaⁿ-chí-so͘,Suann-tsi2-soo,Suann-tsí-soo,山紫蘇,359
1440,Peh8-chi2-soo,Pe̍h-chí-so͘,Peh8-tsi2-soo,Pe̍h-tsí-soo,白紫蘇,359
1441,He5-koo-chhau2,Hê-ko͘-chháu,He5-koo-tshau2,Hê-koo-tsháu,蝦蛄草,360
1442,Hiong3-thian-choann2,Hiòng-thian-chóaⁿ,Hiong3-thian-tsuann2,Hiòng-thian-tsuánn,向天盞,360
1443,Hoan-kiunn,Hoan-kiuⁿ,Huan-kiunn,Huan-kiunn,蕃姜、蕃薑,361
1444,Ban7-tho5-hoe,Bān-thô-hoe,Ban7-tho5-hue,Bān-thô-hue,萬桃花,362
1445,Phah-poa3-oann2-hoe,Phah-pòa-oáⁿ-hoe,Phah-pua3-uann2-hue,Phah-puà-uánn-hue,打破碗花,362
1446,Te7-kut-phi5,Tē-kut-phî,Te7-kut-phi5,Tē-kut-phî,地骨皮,362
1447,Kam-a2-bìt8,Kam-á-bìt,Kam-a2-bìt8,Kam-á-bìt,甘仔蜜,362
1448,Ang5-hi7-a2-chhu3,Âng-hī-á-chhù,Ang5-hi7-a2-tshu3,Âng-hī-á-tshù,紅耳仔厝,362
1449,Koo2-ki2,Kó͘-kí,Koo2-ki2,Kóo-kí,枸杞,362
1450,Ang5-hi7-a2-bit8,Âng-hī-á-bi̍t,Ang5-hi7-a2-bit8,Âng-hī-á-bi̍t,紅耳仔蜜,362
1451,Hoan-kiunn,Hoan-kiuⁿ,Huan-kiunn,Huan-kiunn,蕃薑,362
1452,Hun-chhau2,Hun-chháu,Hun-tshau2,Hun-tsháu,煙草,363
1453,Teng-long5-chhau2,Teng-lông-chháu,Ting-long5-tshau2,Ting-lông-tsháu,登郎草,363
1454,Phau3-a2-chhau2,Phàu-á-chháu,Phau3-a2-tshau2,Phàu-á-tsháu,炮仔草,363
1455,Kam-a-bit8,Kam-a-bi̍t,Kam-a-bit8,Kam-a-bi̍t,甘仔蜜,363
1456,Peh8-kau7-phoh,Pe̍h-kāu-phoh,Peh8-kau7-phoh,Pe̍h-kāu-phoh,白厚朴,363
1457,Iah8-a2-chhau2,Ia̍h-á-chháu,Iah8-a2-tshau2,Ia̍h-á-tsháu,蝶仔草,363
1458,Kim-tiau3-liu2,Kim-tiàu-liú,Kim-tiau3-liu2,Kim-tiàu-liú,金？鈕,363
1459,Hi7-kau-chhau2,Hī-kau-chháu,Hi7-kau-tshau2,Hī-kau-tsháu,耳鉤草,363
1460,Ng5-chui2-kio5,N̂g-chúi-kiô,Ng5-tsui2-kio5,N̂g-tsuí-kiô,黃水茄,364
1461,Goo7-theh8-kio5,Gō͘-the̍h-kiô,Goo7-theh8-kio5,Gōo-the̍h-kiô,五宅茄,364
1462,Chhi3-kam-a2,Chhì-kam-á,Tshi3-kam-a2,Tshì-kam-á,刺柑仔,364
1463,Ng5-chui2-kio5,N̂g-chúi-kiô,Ng5-tsui2-kio5,N̂g-tsuí-kiô,黃水茄,364
