"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","HanLoTaibunKip","HoaBun","DataProvidedBy"
"6620","chhōe","chhoe7","tshuē","tshue7","揣","揣","找尋","Wei-jen Chen"
"6621","tâng-kap-la̍p","tang5-kap-lap8","tâng-kap-la̍p","tang5-kap-lap8","同齊納","同齊納","一起出","Wei-jen Chen"
"6622","bô chhîⁿ","bo5 chhinn5","bô tshînn","bo5 tshinn5","無錢","無錢","沒錢","匿名"
"6623","góa khòaⁿ bô","goa2 khoann3 bo5","guá khuànn bô","gua2 khuann3 bo5","我看無","我看無","我看不懂","匿名"
"6624","pan-bó","pan-bo2","pan-bó","pan-bo2","班母","班母","分寸","匿名"
"6625","siōⁿ","sionn7","siōnn","sionn7","想","想","想","匿名"
"6626","nūi","nui7","nuī","nui7","卵","卵","蛋","匿名"
"6627","hûiⁿ","huinn5","huînn","huinn5","園","園","園","匿名"
"6628","pò͘-lu-á","poo3-lu-a2","pòo-lu-á","poo3-lu-a2","布攄仔","布攄仔","拖把","匿名"
"6629","lián-á-ê","lian2-a2-e5","lián-á-ê","lian2-a2-e5","輾仔鞋","輾仔鞋","直排輪","Lûi Bêng-Hàn"
"6630","hōo--goá","hōo--goá","hōo--guá","hōo--guá","予我","予我","給我","潘俞翔"
"6631","Chhoà Eng-bûn","Chhoà Eng-bûn","Tshuà Ing-bûn","Tshuà Ing-bûn","蔡英文","蔡英文","蔡英文","Fan Fumi Hico"
"6632","Tīng Lê-kun","Tīng Lê-kun","Tīng Lê-kun","Tīng Lê-kun","鄧麗君","鄧麗君","鄧麗君","Fan Fumi Hico"
"6633","Má Eng-kiú","Má Eng-kiú","Má Ing-kiú","Má Ing-kiú","馬英九","馬英九","馬英九","Fan Fumi Hico"
"6634","soan-sò͘-tà","soan-soo3-ta3","suan-sòo-tà","suan-soo3-ta3","酸素罩","酸素罩","氧氣罩","Payuholake Ukiam Len"
"6635","kâm-pian","kam5-pian","kâm-pian","kam5-pian","含鞭","含鞭","口交","Payuholake Ukiam Len"
"6636","lâng-che","lang5-che","lâng-tse","lang5-tse","人災","人災","流感","Payuholake Ukiam Len"
"6637","Kám-siā-chn̄g","Kam2-sia7-chng7","Kám-siā-tsn̄g","Kam2-sia7-tsng7","感謝狀","感謝狀","感謝狀","Payuholake Ukiam Len"
"6638","ià-sè","ia3-se3","ià-sè","ia3-se3","厭世","厭世","厭世","Payuholake Ukiam Len"
"6639","ke-bó káu-á","ke-bo2 kau2-a2","ke-bó káu-á","ke-bo2 kau2-a2","雞母狗仔","雞母狗仔","捏麵人","匿名"
"6640","kha̍p","khap8","kha̍p","khap8","磕","磕","觸碰","匿名"
"6641","tē-hā-chúi","te7-ha7-chui2","tē-hā-tsuí","te7-ha7-tsui2","地下水","地下水","地下水","Hui-Min Wang"
"6642","jiō-chū-á","jio7-chu7-a2","jiō-tsū-á","jio7-tsu7-a2","尿苴仔","尿苴仔","尿片","Payuholake Ukiam Len"
"6643","suh lān-chiáu","suh lan7-chiau2","suh lān-tsiáu","suh lan7-tsiau2","欶膦鳥","欶膦鳥","口交","匿名"
"6644","tōa-kha-tháng","toa7-kha-thang2","tuā-kha-tháng","tua7-kha-thang2","大跤桶","大跤桶","澡盆","匿名"
"6645","kàn kha-chhng","kan3 kha-chhng","kàn kha-tshng","kan3 kha-tshng","幹尻川","幹尻川","肛交","匿名"
"6646","chi-ôa-ôa","chi-oa5-oa5","tsi-uâ-uâ","tsi-ua5-ua5","吱娃娃","吱娃娃","吉娃娃","Payuholake Ukiam Len"
"6647","ō͘-sá-ná-na-chi-mih","oo7-sa2-na2-na-chi-mih","ōo-sá-ná-na-tsi-mih","oo7-sa2-na2-na-tsi-mih","オサナナジミ","オサナナジミ","青梅竹馬","Payuholake Ukiam Len"
"6648","gín-á-phōaⁿ","gin2-a2-phoann7","gín-á-phuānn","gin2-a2-phuann7","囝仔伴","囝仔伴","青梅竹馬","Payuholake Ukiam Len"
"6649","ba̍h-á","bah8-a2","ba̍h-á","bah8-a2","覓仔","覓仔","鱷","Payuholake Ukiam Len"
"6650","kho̍k-hî/ kho̍k-hû","khok8-hi5/ khok8-hu5","kho̍k-hî/ kho̍k-hû","khok8-hi5/ khok8-hu5","鱷魚","鱷魚","鱷","Payuholake Ukiam Len"
"6651","liâm-mi tō-lâi","liam5-mi to7-lai5","liâm-mi tō-lâi","liam5-mi to7-lai5","連鞭就來","連鞭就來","馬上來","Payuholake Ukiam Len"
"6652","kâm-kiô","kam5-kio5","kâm-kiô","kam5-kio5","含茄","含茄","口交","匿名"
"6653","chīⁿ-giô","chinn7-gio5","tsīnn-giô","tsinn7-gio5","舐蟯","舐蟯","口交","匿名"
"6654","jī-goe̍h","ji7-goeh8","jī-gue̍h","ji7-gueh8","二月","二月","二月","Hui-Min Wang"
"6655","khì-sí","khi3-si2","khì-sí","khi3-si2","去死","去死","去死","Hui-Min Wang"
"6656","tē-it-pō͘","te7-it-poo7","tē-it-pōo","te7-it-poo7","第一步","第一步","第一步","Hui-Min Wang"
"6657","hoán-tōng-phài","hoan2-tong7-phai3","huán-tōng-phài","huan2-tong7-phai3","反動派","反動派","反動派","Hui-Min Wang"
"6658","chiàⁿ-oat","chiann3-oat","tsiànn-uat","tsiann3-uat","正斡","正斡","向右轉","Hui-Min Wang"
"6659","liām-si","liam7-si","liām-si","liam7-si","念詩","念詩","唸詩","Hui-Min Wang"
"6660","nn̄g-ê","nng7-e5","nn̄g-ê","nng7-e5","兩個","兩個","兩個","Hui-Min Wang"
"6661","Be̍k-se-ko","Bek8-se-ko","Bi̍k-se-ko","Bik8-se-ko","墨西哥","墨西哥","墨西哥","Hui-Min Wang"
"6662","Su-lo̍k-ba̍k","Su-lok8-bak8","Su-lo̍k-ba̍k","Su-lok8-bak8","斯洛茉","斯洛茉","斯洛伐克","Payuholake Ukiam Len"
"6663","O͘-soaⁿ","Oo-soann","Oo-suann","Oo-suann","烏山","烏山","蒙特內哥羅","Payuholake Ukiam Len"
"6664","O͘-soaⁿ","Oo-soann","Oo-suann","Oo-suann","烏山","烏山","黑山","Payuholake Ukiam Len"
"6665","Sek-hui-a","Sek-hui-a","Sik-hui-a","Sik-hui-a","瑟輝亞","瑟輝亞","塞爾維亞","Payuholake Ukiam Len"
"6666","Hông-gâ-lī","Hong5-ga5-li7","Hông-gâ-lī","Hong5-ga5-li7","洪牙利","洪牙利","匈牙利","Payuholake Ukiam Len"
"6667","A-pah-nî","A-pah-ni5","A-pah-nî","A-pah-ni5","阿百尼","阿百尼","阿爾巴尼亞","Payuholake Ukiam Len"
"6668","Ài-su-tê","Ai3-su-te5","Ài-su-tê","Ai3-su-te5","愛斯提","愛斯提","愛沙尼亞","Payuholake Ukiam Len"
"6669","Pu̍t-gâ-lī","Put8-ga5-li7","Pu̍t-gâ-lī","Put8-ga5-li7","勃牙利","勃牙利","保加利亞","Payuholake Ukiam Len"
"6670","Lô-má-nî","Lo5-ma2-ni5","Lô-má-nî","Lo5-ma2-ni5","羅馬尼","羅馬尼","羅馬尼亞","Payuholake Ukiam Len"
"6671","Ú-khek-lân","U2-khek-lan5","Ú-khik-lân","U2-khik-lan5","宇克蘭","宇克蘭","烏克蘭","Payuholake Ukiam Len"
"6672","Lia̍t-tiū-bâ","Liat8-tiu7-ba5","Lia̍t-tiū-bâ","Liat8-tiu7-ba5","列宙峇","列宙峇","立陶宛","Payuholake Ukiam Len"
"6673","La̍t-bí-kok","Lat8-bi2-kok","La̍t-bí-kok","Lat8-bi2-kok","栗美國","栗美國","拉脫維亞","Payuholake Ukiam Len"
"6674","Má-kî-tùn","Ma2-ki5-tun3","Má-kî-tùn","Ma2-ki5-tun3","馬其頓","馬其頓","馬其頓","Payuholake Ukiam Len"
"6675","Ka-sat-khek","Ka-sat-khek","Ka-sat-khik","Ka-sat-khik","佳薩克","佳薩克","哈薩克","Payuholake Ukiam Len"
"6676","Mô͘-le̍k-to͘-bâ","Moo5-lek8-too-ba5","Môo-li̍k-too-bâ","Moo5-lik8-too-ba5","摩勒都峇","摩勒都峇","摩爾多瓦","Payuholake Ukiam Len"
"6677","Ha-iâ-kok","Ha-ia5-kok","Ha-iâ-kok","Ha-ia5-kok","哈耶國","哈耶國","亞美尼亞","Payuholake Ukiam Len"
"6678","A-jia̍t-bâi-chiàⁿ","A-jiat8-bai5-chiann3","A-jia̍t-bâi-tsiànn","A-jiat8-bai5-tsiann3","亞熱眉正","亞熱眉正","亞塞拜然","Payuholake Ukiam Len"
"6679","Tu̍t-bián","Tut8-bian2","Tu̍t-bián","Tut8-bian2","突勉","突勉","土庫曼","Payuholake Ukiam Len"
"6680","Koa-tì-a","Koa-ti3-a","Kua-tì-a","Kua-ti3-a","柯智亞","柯智亞","克羅埃西亞","Payuholake Ukiam Len"
"6681","Ú-chì-pe̍k","U2-chi3-pek8","Ú-tsì-pi̍k","U2-tsi3-pik8","宇志白","宇志白","烏茲別克","Payuholake Ukiam Len"
"6682","Su-lo̍k-biân","Su-lok8-bian5","Su-lo̍k-biân","Su-lok8-bian5","斯洛綿","斯洛綿","斯洛維尼亞","Payuholake Ukiam Len"
"6683","Pho-sū-nî","Pho-su7-ni5","Pho-sū-nî","Pho-su7-ni5","波士尼","波士尼","波士尼亞","Payuholake Ukiam Len"
"6684","Pho-sū-nî-a","Pho-su7-ni5-a","Pho-sū-nî-a","Pho-su7-ni5-a","波士尼亞","波士尼亞","波士尼亞與赫塞哥維納","Payuholake Ukiam Len"
"6685","Pho-sū-nî-a","Pho-su7-ni5-a","Pho-sū-nî-a","Pho-su7-ni5-a","波士尼亞","波士尼亞","波赫","Payuholake Ukiam Len"
"6686","Kho-soh-ho̍k","Kho-soh-hok8","Kho-soh-ho̍k","Kho-soh-hok8","科索伏","科索伏","科索沃","Payuholake Ukiam Len"
"6687","Ki-ló͘-su","Ki-loo2-su","Ki-lóo-su","Ki-loo2-su","基瑙斯","基瑙斯","吉爾吉斯","Payuholake Ukiam Len"
"6688","Thô-chì-kî","Tho5-chi3-ki5","Thô-tsì-kî","Tho5-tsi3-ki5","桃志其","桃志其","塔吉克","Payuholake Ukiam Len"
"6689","Ko-jū-lī-a","Ko-ju7-li7-a","Ko-jū-lī-a","Ko-ju7-li7-a","哥裕利亞","哥裕利亞","喬治亞","Payuholake Ukiam Len"
"6690","Lī-hi-tùn-su-thán","Li7-hi-tun3-su-than2","Lī-hi-tùn-su-thán","Li7-hi-tun3-su-than2","利希頓斯坦","利希頓斯坦","列支敦士登","Payuholake Ukiam Len"
"6691","Ku-pí-lō͘","Ku-pi2-loo7","Ku-pí-lōo","Ku-pi2-loo7","居比路","居比路","賽普勒斯","Payuholake Ukiam Len"
"6692","iûⁿ-lo̍k-tô","iunn5-lok8-to5","iûnn-lo̍k-tô","iunn5-lok8-to5","羊駱駝","羊駱駝","羊駝","Payuholake Ukiam Len"
"6693","oat-chiàⁿ-pêng","oat-chiann3-peng5","uat-tsiànn-pîng","uat-tsiann3-ping5","斡正爿","斡正爿","向右轉","匿名"
"6694","liap-jiō","liap-jio7","liap-jiō","liap-jio7","攝尿","攝尿","憋尿","匿名"
"6695","jī--goe̍h","ji7--goeh8","jī--gue̍h","ji7--gueh8","二月","二月","二月","匿名"
"6696","sûi-lâi","sui5-lai5","suî-lâi","sui5-lai5","隨來","隨來","馬上來","匿名"
"6697","chia̍h chho͘-pá","chiah8 chhoo-pa2","tsia̍h tshoo-pá","tsiah8 tshoo-pa2","食粗飽","食粗飽","吃粗飽","匿名"
"6698","hóe-to̍h","hoe2-toh8","hué-to̍h","hue2-toh8","火著","火著","起火","匿名"
"6699","kim-chio","kim-chio","kim-tsio","kim-tsio","金蕉","金蕉","香蕉","Ivan Hsu"
"6700","kah-sò͘","kah-soo3","kah-sòo","kah-soo3","鉀素","鉀素","鉀","匿名"
"6701","oat-chiàⁿ chhiú","oat-chiann3 chhiu2","uat-tsiànn tshiú","uat-tsiann3 tshiu2","斡正手","斡正手","向右轉","匿名"
"6702","góa bô-chîⁿ","goa2 bo5-chinn5","guá bô-tsînn","gua2 bo5-tsinn5","我沒錢","我沒錢","我沒錢","匿名"
"6703","káu-hun-á","kau2-hun-a2","káu-hun-á","kau2-hun-a2","九份仔","九份仔","九份","匿名"
"6704","chū-ngó͘ kài-siāu","chu7-ngoo2 kai3-siau7","tsū-ngóo kài-siāu","tsu7-ngoo2 kai3-siau7","自我介紹","自我介紹","自我介紹","匿名"
"6705","thô-hn̂g kok-chè ki-tiûⁿ","tho5-hng5 kok-che3 ki-tiunn5","thô-hn̂g kok-tsè ki-tiûnn","tho5-hng5 kok-tse3 ki-tiunn5","桃園國際機場","桃園國際機場","桃園國際機場","匿名"
"6706","chio̍h-mng chúi-khò͘","chioh8-mng chui2-khoo3","tsio̍h-mng tsuí-khòo","tsioh8-mng tsui2-khoo3","石門水庫","石門水庫","石門水庫","匿名"
"6707","jîn-chêng-bī","jin5-cheng5-bi7","jîn-tsîng-bī","jin5-tsing5-bi7","人情味","人情味","人情味","匿名"
"6708","piang-khì","piang-khi3","piang-khì","piang-khi3","砰去","砰去","爆掉","匿名"
"6709","pōng-kì","pong7-ki3","pōng-kì","pong7-ki3","磅去","磅去","爆掉","匿名"
"6710","góa-kám-kak bōe pháiⁿ-iōng","goa2-kam2-kak boe7 phainn2-iong7","guá-kám-kak buē pháinn-iōng","gua2-kam2-kak bue7 phainn2-iong7","我感覺袂歹用","我感覺袂歹用","我覺得蠻好用的","匿名"
"6711","iau-a","iau-a","iau-a","iau-a","枵矣","枵矣","餓了","匿名"
"6712","thoân-soat-tùi-koat","thoan5-soat-tui3-koat","thuân-suat-tuì-kuat","thuan5-suat-tui3-kuat","傳說對決","傳說對決","傳說對決","匿名"
"6713","loh kau-liû-tō","loh kau-liu5-to7","loh kau-liû-tō","loh kau-liu5-to7","落交流道","落交流道","下交流道","匿名"
"6714","lak-tē-á","lak-te7-a2","lak-tē-á","lak-te7-a2","落袋仔","落袋仔","褲子口袋","匿名"
"6715","hoa̍t-mô͘-chúi","hoat8-moo5-chui2","hua̍t-môo-tsuí","huat8-moo5-tsui2","發毛水","發毛水","生髮水","匿名"
"6716","pō͘-hun","poo7-hun","pōo-hun","poo7-hun","哺薰","哺薰","抽菸","匿名"
"6717","sim-chōng phèng-phōng-thiàu","sim-chong7 pheng3-phong7-thiau3","sim-tsōng phìng-phōng-thiàu","sim-tsong7 phing3-phong7-thiau3","心臟碰碰跳","心臟碰碰跳","心臟亂跳","匿名"
"6718","khò͘-tē","khoo3-te7","khòo-tē","khoo3-te7","褲袋","褲袋","褲子口袋","匿名"
"6719","chia̍h-koe-chí-pài-chhiū-thâu","chiah8-koe-chi2-pai3-chhiu7-thau5","tsia̍h-kue-tsí-pài-tshiū-thâu","tsiah8-kue-tsi2-pai3-tshiu7-thau5","食果子拜樹頭","食果子拜樹頭","飲水思源","匿名"
"6720","iu-lu","iu-lu","iu-lu","iu-lu","憂慮","憂慮","憂鬱","匿名"
"6721","khàu-iau","khau3-iau","khàu-iau","khau3-iau","哭枵","哭枵","靠么","匿名"
"6722","chhân-iⁿ","chhan5-inn","tshân-inn","tshan5-inn","田嬰","田嬰","青蜓","匿名"
"6723","ut-chu̍t","ut-chut8","ut-tsu̍t","ut-tsut8","鬱悴","鬱悴","憂鬱","匿名"
"6724","oe̍h-chong-phín","oeh8-chong-phin2","ue̍h-tsong-phín","ueh8-tsong-phin2","畫妝品","畫妝品","化妝品","匿名"
"6725","piáⁿ-hu","piann2-hu","piánn-hu","piann2-hu","餅麩","餅麩","餅乾屑","匿名"
"6726","chia̍h-hun","chiah8-hun","tsia̍h-hun","tsiah8-hun","食薰","食薰","抽菸","匿名"
"6727","hi-bî","hi-bi5","hi-bî","hi-bi5","稀微","稀微","稀微","匿名"
"6728","hông-tān-siáu-liân-thoân","hong5-tan7-siau2-lian5-thoan5","hông-tān-siáu-liân-thuân","hong5-tan7-siau2-lian5-thuan5","防彈少年團","防彈少年團","防彈少年團","匿名"
"6729","hiong-chhin-hū-ló","hiong-chhin-hu7-lo2","hiong-tshin-hū-ló","hiong-tshin-hu7-lo2","鄉親父老","鄉親父老","鄉親父老","Justin Richard Leung"
"6730","kha-ta̍h-si̍t-tē","kha-tah8-sit8-te7","kha-ta̍h-si̍t-tē","kha-tah8-sit8-te7","跤踏實地","跤踏實地","腳踏實地","Justin Richard Leung"
"6731","chi̍t lúi","chit8 lui2","tsi̍t luí","tsit8 lui2","一蕊","一蕊","一朵","Justin Richard Leung"
"6732","pho̍k-á-siaⁿ-kó͘-lē-chi̍t-ē","phok8-a2-siann-koo2-le7-chit8-e7","pho̍k-á-siann-kóo-lē-tsi̍t-ē","phok8-a2-siann-koo2-le7-tsit8-e7","噗仔聲鼓勵一下","噗仔聲鼓勵一下","掌聲鼓勵","匿名"
"6733","","","","","滿身重汗","滿身重汗","汗流浹背","匿名"
"6734","he-ku","he-ku","he-ku","he-ku","痚呴","痚呴","佝僂","匿名"
"6735","ku-lo-pih-sô","ku-lo-pih-so5","ku-lo-pih-sô","ku-lo-pih-so5","龜叨鱉趖","龜叨鱉趖","不三不四","匿名"
"6736","ku-lo-pih-sô","ku-lo-pih-so5","ku-lo-pih-sô","ku-lo-pih-so5","龜叨鱉趖","龜叨鱉趖","光怪陸離","匿名"
"6737","ku-lo-pih-sô","ku-lo-pih-so5","ku-lo-pih-sô","ku-lo-pih-so5","龜叨鱉趖","龜叨鱉趖","狗屁倒灶","匿名"
"6738","bô-thâu-sîn","bo5-thau5-sin5","bô-thâu-sîn","bo5-thau5-sin5","無頭神","無頭神","掉東掉西","匿名"
"6739","ho̍k-bū-lêng","hok8-bu7-leng5","ho̍k-bū-lîng","hok8-bu7-ling5","服務鈴","服務鈴","服務鈴","匿名"
"6740","kōaⁿ-lâu-chap-tih","koann7-lau5-chap-tih","kuānn-lâu-tsap-tih","kuann7-lau5-tsap-tih","汗流汁滴","汗流汁滴","汗流浹背","匿名"
"6741","ná ē àn-ne","na2 e7 an3-ne","ná ē àn-ne","na2 e7 an3-ne","哪會按呢","哪會按呢","怎麼這樣","匿名"
"6742","gia̍k-che̍k","giak8-chek8","gia̍k-tsi̍k","giak8-tsik8","瘧疾","瘧疾","瘧疾","匿名"
"6743","o͘-thau-káu","oo-thau-kau2","oo-thau-káu","oo-thau-kau2","烏頭狗","烏頭狗","小黑蚊","匿名"
"6744","jı̍t-sin-goa̍t-ī","jı̍t-sin-goat8-i7","jı̍t-sin-gua̍t-ī","jı̍t-sin-guat8-i7","日新月異","日新月異","日新月異","Hui-Min Wang"
"6745","chiù-gí","chiu3-gi2","tsiù-gí","tsiu3-gi2","咒語","咒語","咒語","匿名"
"6746","hêng-iông-lō͘","heng5-iong5-loo7","hîng-iông-lōo","hing5-iong5-loo7","衡陽路","衡陽路","衡陽路","匿名"
"6747","siàu-lú-sî-tāi","siau3-lu2-si5-tai7","siàu-lú-sî-tāi","siau3-lu2-si5-tai7","少女時代","少女時代","少女時代","匿名"
"6748","tiông-êng-hâng-khong","tiong5-eng5-hang5-khong","tiông-îng-hâng-khong","tiong5-ing5-hang5-khong","長榮航空","長榮航空","長榮航空","匿名"
"6749","ko-kip-ūi-seng-chóa","ko-kip-ui7-seng-choa2","ko-kip-uī-sing-tsuá","ko-kip-ui7-sing-tsua2","高級衛生紙","高級衛生紙","高級衛生紙","匿名"
"6750","lān-pha","lan7-pha","lān-pha","lan7-pha","𡳞脬","𡳞脬","懶趴","匿名"
"6751","tho̍k-si","thok8-si","tho̍k-si","thok8-si","讀詩","讀詩","唸詩","匿名"
"6752","tâm","tam5","tâm","tam5","澹","澹","濕","匿名"
"6753","chia̍h-sái","chiah8-sai2","tsia̍h-sái","tsiah8-sai2","食屎","食屎","吃屎","匿名"
"6754","ian-hoa-ī-léng","ian-hoa-i7-leng2","ian-hua-ī-líng","ian-hua-i7-ling2","煙花易冷","煙花易冷","煙花易冷","匿名"
"6755","seng-po̍k-khì-liû-chám","seng-pok8-khi3-liu5-cham2","sing-po̍k-khì-liû-tsám","sing-pok8-khi3-liu5-tsam2","星爆氣流斬","星爆氣流斬","星爆氣流斬","匿名"
"6756","kip-kip-jû-lu̍t-lēng","kip-kip-ju5-lut8-leng7","kip-kip-jû-lu̍t-līng","kip-kip-ju5-lut8-ling7","急急如律令","急急如律令","急急如律令","匿名"
"6757","kāu-kang","kau7-kang","kāu-kang","kau7-kang","厚工","厚工","耗工","匿名"
"6758","miâ-á-chài","mia5-a2-chai3","miâ-á-tsài","mia5-a2-tsai3","明仔載","明仔載","明天","Hui-Min Wang"
"6759","giú","giu2","giú","giu2","搝","搝","拉","Hui-Min Wang"
"6760","iau--loh","iau--loh","iau--loh","iau--loh","枵囉","枵囉","餓了","匿名"
"6761","sio-hun","sio-hun","sio-hun","sio-hun","燒薰","燒薰","抽菸","匿名"
"6762","piáⁿ-chhùi","piann2-chhui3","piánn-tshuì","piann2-tshui3","餅碎","餅碎","餅乾屑","匿名"
"6763","hòa-chong-phín","hoa3-chong-phin2","huà-tsong-phín","hua3-tsong-phin2","化妝品","化妝品","化妝品","匿名"
"6764","piáⁿ-iù-á","piann2-iu3-a2","piánn-iù-á","piann2-iu3-a2","餅幼仔","餅幼仔","餅乾屑","匿名"
"6765","tok-chhiū-á-chiáu","tok-chhiu7-a2-chiau2","tok-tshiū-á-tsiáu","tok-tshiu7-a2-tsiau2","啄樹仔鳥","啄樹仔鳥","啄木鳥","匿名"
"6766","Ē-mn̂g","E7-mng5","Ē-mn̂g","E7-mng5","廈門","廈門","廈門","Payuholake Ukiam Len"
"6767","bú-lí","bu2-li2","bú-lí","bu2-li2","武理","武理","霸凌","Payuholake Ukiam Len"
"6768","chhōa-bó͘","chhoa7-boo2","tshuā-bóo","tshua7-boo2","娶某","娶某","娶老婆","匿名"
"6769","chhiau-té","chhiau-te2","tshiau-té","tshiau-te2","搜底","搜底","肉搜","Payuholake Ukiam Len"
"6770","sok-ka-chhia","sok-ka-chhia","sok-ka-tshia","sok-ka-tshia","塑膠車","塑膠車","塑膠車","匿名"
"6771","sá-keh","sa2-keh","sá-keh","sa2-keh","sá-keh","sá-keh","清酒","匿名"
"6772","khu-lí-muh","khu-li2-muh","khu-lí-muh","khu-li2-muh","khu-lí-muh","khu-lí-muh","牛奶","匿名"
"6773","koáiⁿ","koainn2","kuáinn","kuainn2","稈","稈","莖","匿名"
"6774","hàn-chháu hó","han3-chhau2 ho2","hàn-tsháu hó","han3-tshau2 ho2","漢草好","漢草好","身材好","匿名"
"6775","Ài-te̍k-seng","Ai3-tek8-seng","Ài-ti̍k-sing","Ai3-tik8-sing","愛迪生","愛迪生","愛迪生","匿名"
"6776","lí chin o͘","li2 chin oo","lí tsin oo","li2 tsin oo","你真烏","你真烏","你好黑","匿名"
"6777","sim-lāi","sim-lai7","sim-lāi","sim-lai7","心內","心內","心內","匿名"
"6778","jîn-chi-siông-chêng","jin5-chi-siong5-cheng5","jîn-tsi-siông-tsîng","jin5-tsi-siong5-tsing5","人之常情","人之常情","人之常情","匿名"
"6779","chū","chu7","tsū","tsu7","聚","聚","聚","匿名"
"6780","a-la-pek","a-la-pek","a-la-pik","a-la-pik","阿拉伯","阿拉伯","阿拉伯","Hui-Min Wang"
"6781","tńg--chhù","tng2--chhu3","tńg--tshù","tng2--tshu3","轉厝","轉厝","回家","Shen GT"
"6782","ài ūn-tōng","ai3 un7-tong7","ài ūn-tōng","ai3 un7-tong7","愛運動","愛運動","愛運動","Ruei-lian Ting"
"6783","kín khì khùn","kin2 khi3 khun3","kín khì khùn","kin2 khi3 khun3","緊去睏","緊去睏","快去睡","Ruei-lian Ting"
"6784","kó͘-chui","koo2-chui","kóo-tsui","koo2-tsui","古錐","古錐","古椎","Ruei-lian Ting"
"6785","khiā-piah","khia7-piah","khiā-piah","khia7-piah","徛壁","徛壁","妓女","Hui-Min Wang"
"6786","bián-kheh-khì","bian2-kheh-khi3","bián-kheh-khì","bian2-kheh-khi3","別客氣","別客氣","別客氣","匿名"
"6787","ū būn- tê--bô","u7 bun7- te5--bo5","ū būn- tê--bô","u7 bun7- te5--bo5","有問題嗎","有問題嗎","有問題嗎","匿名"
"6788","ū būn-tê","u7 bun7-te5","ū būn-tê","u7 bun7-te5","有問題","有問題","有問題","匿名"
"6789","lô-chek","lo5-chek","lô-tsik","lo5-tsik","邏則","邏則","邏輯","Hui-Min Wang"
"6790","lí leh tōa-siaⁿ siáⁿ --lah","li2 leh toa7-siann siann2 --lah","lí leh tuā-siann siánn --lah","li2 leh tua7-siann siann2 --lah","你咧大聲啥啦","你咧大聲啥啦","你在大聲什麼啦","匿名"
"6791","tòng bē tiâu","tong3 be7 tiau5","tòng bē tiâu","tong3 be7 tiau5","擋袂牢","擋袂牢","撐不住","匿名"
"6792","thí-siat-chuh","thi2-siat-chuh","thí-siat-tsuh","thi2-siat-tsuh","thí-siat-chuh","thí-siat-tsuh","t shirt","匿名"
"6793","thí-siat-chuh","thi2-siat-chuh","thí-siat-tsuh","thi2-siat-tsuh","thí-siat-chuh","thí-siat-tsuh","T-shirt","匿名"
"6794","thí-siat-chuh","thi2-siat-chuh","thí-siat-tsuh","thi2-siat-tsuh","thí-siat-chuh","thí-siat-tsuh","T恤","匿名"
"6795","hái-soa-chhù","hai2-soa-chhu3","hái-sua-tshù","hai2-sua-tshu3","海砂厝","海砂厝","海砂屋","Hui-Min Wang"
"6796","keng","keng","king","king","弓","弓","ㄍㄧㄥ","匿名"
"6797","nó͘-sut","noo2-sut","nóo-sut","noo2-sut","NO捽","NO捽","門都沒有","匿名"
"6798","a-tah-puh-tah","a-tah-puh-tah","a-tah-puh-tah","a-tah-puh-tah","a-tah-puh-tah","a-tah-puh-tah","電源供應器","匿名"
"6799","se̍h iā-chhī","seh8 ia7-chhi7","se̍h iā-tshī","seh8 ia7-tshi7","逛夜市","逛夜市","逛夜市","匿名"
"6800","pōe-tē-mâu","poe7-te7-mau5","puē-tē-mâu","pue7-te7-mau5","培地茅","培地茅","岩蘭草","匿名"
"6801","pōe-tē-mâu","poe7-te7-mau5","puē-tē-mâu","pue7-te7-mau5","培地茅","培地茅","培地茅","匿名"
"6802","hiuⁿ-koe-á-sim","hiunn-koe-a2-sim","hiunn-kue-á-sim","hiunn-kue-a2-sim","香瓜仔心","香瓜仔心","龍鬚菜","匿名"
"6803","âng-pit","ang5-pit","âng-pit","ang5-pit","紅筆","紅筆","紅筆","匿名"
"6804","góa bô chîⁿ","goa2 bo5 chinn5","guá bô tsînn","gua2 bo5 tsinn5","我無錢","我無錢","我沒錢","匿名"
"6805","ban-ko͘","ban-koo","ban-koo","ban-koo","屘姑","屘姑","小姑姑","匿名"
"6806","kauh jiō-chū-á","kauh jio7-chu7-a2","kauh jiō-tsū-á","kauh jio7-tsu7-a2","𩛩尿苴仔","𩛩尿苴仔","包尿布","Payuholake Ukiam Len"
"6807","khò͘-lah","khoo3-lah","khòo-lah","khoo3-lah","khò͘-lah","khòo-lah","可樂","匿名"
"6808","á-tah","a2-tah","á-tah","a2-tah","á-tah","á-tah","電源供應器","匿名"
"6809","kha-báng","kha-bang2","kha-báng","kha-bang2","kha-báng","kha-báng","包包","匿名"
"6810","nńg-chiáⁿ","nng2-chiann2","nńg-tsiánn","nng2-tsiann2","軟茈","軟茈","軟茈","Ty Cooper"
"6811","chêng-jîn-cheh","cheng5-jin5-cheh","tsîng-jîn-tseh","tsing5-jin5-tseh","情人節","情人節","情人節","匿名"
"6812","chhàu-iû-ai","chhau3-iu5-ai","tshàu-iû-ai","tshau3-iu5-ai","臭油埃","臭油埃","油耗味","匿名"
