"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","PageNumber"
"1468","O͘-chhì-kiô","Oo-chhi3-kio5","Oo-tshì-kiô","Oo-tshi3-kio5","烏刺茄","364"
"1469","O͘-chí-á-chhài","Oo-chi2-a2-chhai3","Oo-tsí-á-tshài","Oo-tsi2-a2-tshai3","烏子仔菜","364"
"1470","O͘-chí-á-chháu","Oo-chi2-a2-chhau2","Oo-tsí-á-tsháu","Oo-tsi2-a2-tshau2","烏子仔草","364"
"1471","O͘-á-chhài","Oo-a2-chhai3","Oo-á-tshài","Oo-a2-tshai3","烏仔菜","364"
"1472","O͘-chí-kiô","Oo-chi2-kio5","Oo-tsí-kiô","Oo-tsi2-kio5","烏子茄","364"
"1473","Chhì-kiô","Chhi3-kio5","Tshì-kiô","Tshi3-kio5","刺茄","364"
"1474","Chúi-kiô","Chui2-kio5","Tsuí-kiô","Tsui2-kio5","水茄","364"
"1475","Liú-hio̍h-kiô","Liu2-hioh8-kio5","Liú-hio̍h-kiô","Liu2-hioh8-kio5","柳葉茄","365"
"1476","Liú-á-kiô","Liu2-a2-kio5","Liú-á-kiô","Liu2-a2-kio5","鈕仔茄","365"
"1477","Thó͘-hun","Thoo2-hun","Thóo-hun","Thoo2-hun","土烟","365"
"1478","Bān-thô-hoe","Ban7-tho5-hoe","Bān-thô-hue","Ban7-tho5-hue","萬桃花","365"
"1479","Ji̍t-pún-han-chû","Jit8-pun2-han-chu5","Ji̍t-pún-han-tsû","Jit8-pun2-han-tsu5","日本番薯","365"
"1480","Hô-lân-chû","Ho5-lan5-chu5","Hô-lân-tsû","Ho5-lan5-tsu5","荷蘭薯","365"
"1481","Hoan-á-han-chû","Hoan-a2-han-chu5","Huan-á-han-tsû","Huan-a2-han-tsu5","蕃仔蕃薯","365"
"1482","Báng-á-hun","Bang2-a2-hun","Báng-á-hun","Bang2-a2-hun","蚊仔煙","365"
"1483","Soaⁿ-hun-chháu","Soann-hun-chhau2","Suann-hun-tsháu","Suann-hun-tshau2","山煙草","365"
"1484","Siⁿ-mn̂g-chiong-kun","Sinn-mng5-chiong-kun","Sinn-mn̂g-tsiong-kun","Sinn-mng5-tsiong-kun","生毛將軍","365"
"1485","Soaⁿ-hoan-á-hun","Soann-hoan-a2-hun","Suann-huan-á-hun","Suann-huan-a2-hun","山蕃仔煙","365"
"1486","Thó͘-hun","Thoo2-hun","Thóo-hun","Thoo2-hun","土煙","365"
"1487","Kim-só-sî","Kim-so2-si5","Kim-só-sî","Kim-so2-si5","金鎖匙","365"
"1488","Tēng-keng-chháu","Teng7-keng-chhau2","Tīng-king-tsháu","Ting7-king-tshau2","定經草","366"
"1489","Koe-chi̍h-hông","Koe-chih8-hong5","Kue-tsi̍h-hông","Kue-tsih8-hong5","鷄舌黃","366"
"1490","Ah-chi̍h-hông","Ah-chih8-hong5","Ah-tsi̍h-hông","Ah-tsih8-hong5","鴨舌黃","366"
"1491","Ah-bú-chháu","Ah-bu2-chhau2","Ah-bú-tsháu","Ah-bu2-tshau2","鴨母草","366"
"1492","Tēng-keng-chháu","Teng7-keng-chhau2","Tīng-king-tsháu","Ting7-king-tshau2","定經草","366"
"1493","Chúi-teng-hông","Chui2-teng-hong5","Tsuí-ting-hông","Tsui2-ting-hong5","水丁黃","366"
"1494","Chhân-hiuⁿ-chháu","Chhan5-hiunn-chhau2","Tshân-hiunn-tsháu","Tshan5-hiunn-tshau2","田香草","366"
"1495","Kiàn-hông-hông","Kian3-hong5-hong5","Kiàn-hông-hông","Kian3-hong5-hong5","見紅黃","367"
"1496","La̍k-kak-tēng-keng-chháu","Lak8-kak-teng7-keng-chhau2","La̍k-kak-tīng-king-tsháu","Lak8-kak-ting7-king-tshau2","六角定經草","367"
"1497","Gōng-chhiū","Gong7-chhiu7","Gōng-tshiū","Gong7-tshiu7","戇樹","368"
"1498","Lâm-tâu-ngô͘-tông","Lam5-tau5-ngoo5-tong5","Lâm-tâu-ngôo-tông","Lam5-tau5-ngoo5-tong5","南投梧桐","368"
"1499","Ngô͘-tông","Ngoo5-tong5","Ngôo-tông","Ngoo5-tong5","梧桐","368"
"1500","Tōa-gōng-chhiū","Toa7-gong7-chhiu7","Tuā-gōng-tshiū","Tua7-gong7-tshiu7","大戇樹","368"
"1501","Ngô͘-tông","Ngoo5-tong5","Ngôo-tông","Ngoo5-tong5","梧桐","368"
"1502","Pe̍h-tông","Peh8-tong5","Pe̍h-tông","Peh8-tong5","白桐","368"
"1503","Gōng-chhiū","Gong7-chhiu7","Gōng-tshiū","Gong7-tshiu7","戇樹","368"
"1504","Tó-tōe-giâ-kang","To2-toe7-gia5-kang","Tó-tuē-giâ-kang","To2-tue7-gia5-kang","倒地蜈蚣","369"
"1505","Tèng-tōe-giâ-kang","Teng3-toe7-gia5-kang","Tìng-tuē-giâ-kang","Ting3-tue7-gia5-kang","釘地蜈蚣","369"
"1506","Soaⁿ-koah-chhài","Soann-koah-chhai3","Suann-kuah-tshài","Suann-kuah-tshai3","山葛菜","370"
"1507","Soaⁿ-chhài-tāu","Soann-chhai3-tau7","Suann-tshài-tāu","Suann-tshai3-tau7","山菜豆","371"
"1508","Soaⁿ-khó͘-lēng","Soann-khoo2-leng7","Suann-khóo-līng","Suann-khoo2-ling7","山苦楝","371"
"1509","Khó͘-lēng-kū","Khoo2-leng7-ku7","Khóo-līng-kū","Khoo2-ling7-ku7","苦楝舅","371"
"1510","Pe̍h-môa","Peh8-moa5","Pe̍h-muâ","Peh8-mua5","白麻","371"
"1511","O͘-môa","Oo-moa5","Oo-muâ","Oo-mua5","烏麻","371"
"1512","Chi-môa","Chi-moa5","Tsi-muâ","Tsi-mua5","芝麻","371"
"1513","Iû-môa","Iu5-moa5","Iû-muâ","Iu5-mua5","油麻","371"
"1514","Kim-só-sî","Kim-so2-si5","Kim-só-sî","Kim-so2-si5","金鎖匙","371"
"1515","Tê-sî-hông","Te5-si5-hong5","Tê-sî-hông","Te5-si5-hong5","茶匙黃","371"
"1516","Ō͘-ko͘-chháu","Oo7-koo-chhau2","Ōo-koo-tsháu","Oo7-koo-tshau2","芋菰草","371"
"1517","Kim-hî-chháu","Kim-hi5-chhau2","Kim-hî-tsháu","Kim-hi5-tshau2","金魚草","373"
"1518","Chit-á-táⁿ","Chit-a2-tann2","Tsit-á-tánn","Tsit-a2-tann2","鯽仔膽","375"
"1519","La̍k-kak-eng","Lak8-kak-eng","La̍k-kak-ing","Lak8-kak-ing","六角英","375"
"1520","Chiam-bé-hong","Chiam-be2-hong","Tsiam-bé-hong","Tsiam-be2-hong","尖尾峯","375"
"1521","Te̍k-lân","Tek8-lan5","Ti̍k-lân","Tik8-lan5","澤蘭","375"
"1522","Chhú-bé-hông","Chhu2-be2-hong5","Tshú-bé-hông","Tshu2-be2-hong5","鼠尾紅","375"
"1523","Sió-chhú-bé-hông","Sio2-chhu2-be2-hong5","Sió-tshú-bé-hông","Sio2-tshu2-be2-hong5","小鼠尾黃","375"
"1524","Beh-sūi-hong","Beh-sui7-hong","Beh-suī-hong","Beh-sui7-hong","麥穗黃","375"
"1525","Hōng-bé-hông","Hong7-be2-hong5","Hōng-bé-hông","Hong7-be2-hong5","鳳尾黃","375"
"1526","Chhú-kun-hông","Chhu2-kun-hong5","Tshú-kun-hông","Tshu2-kun-hong5","鼠筋黃","375"
"1527","Chhú-bé-hông","Chhu2-be2-hong5","Tshú-bé-hông","Tshu2-be2-hong5","鼠尾黃","376"
"1528","Soaⁿ-chhiⁿ","Soann-chhinn","Suann-tshinn","Suann-tshinn","山菁","376"
"1529","Tōa-chhiⁿ","Toa7-chhinn","Tuā-tshinn","Tua7-tshinn","大菁","376"
"1530","Khó͘-nâ-pôaⁿ","Khoo2-na5-poann5","Khóo-nâ-puânn","Khoo2-na5-puann5","苦藍盤","377"
"1531","Tiⁿ-á-pôaⁿ","Tinn-a2-poann5","Tinn-á-puânn","Tinn-a2-puann5","甜仔盤","377"
"1532","Gī-nâ-pôaⁿ","Gi7-na5-poann5","Gī-nâ-puânn","Gi7-na5-puann5","義藍盤","377"
"1533","Ku-chiân-chháu","Ku-chian5-chhau2","Ku-tsiân-tsháu","Ku-tsian5-tshau2","車前草","377"
"1534","Gō͘-kun-chháu","Goo7-kun-chhau2","Gōo-kun-tsháu","Goo7-kun-tshau2","五根草","377"
"1535","Ah-chih-hông","Ah-chih-hong5","Ah-tsih-hông","Ah-tsih-hong5","鴨舌黃","377"
"1536","Tê-sî-hông","Te5-si5-hong5","Tê-sî-hông","Te5-si5-hong5","茶匙黃","377"
"1537","Hó͘-chhì","Hoo2-chhi3","Hóo-tshì","Hoo2-tshi3","虎刺","379"
"1538","Káu-kut-á","Kau2-kut-á","Káu-kut-á","Kau2-kut-á","狗骨仔","379"
"1539","Soaⁿ-n̂g-ki","Soann-ng5-ki","Suann-n̂g-ki","Suann-ng5-ki","山黃枝","380"
"1540","Soaⁿ-n̂g-kiⁿ","Soann-ng5-kinn","Suann-n̂g-kinn","Suann-ng5-kinn","山黃梔","380"
"1541","N̂g-ki-hoe","Ng5-ki-hoe","N̂g-ki-hue","Ng5-ki-hue","黃枝花","380"
"1542","N̂g-ki","Ng5-ki","N̂g-ki","Ng5-ki","黃枝","380"
"1543","Pe̍h-jîn","Peh8-jin5","Pe̍h-jîn","Peh8-jin5","白仁","380"
"1544","Pe̍h-lîn","Peh8-lin5","Pe̍h-lîn","Peh8-lin5","白隣","380"
"1545","Siān-po̍k","Sian7-pok8","Siān-po̍k","Sian7-pok8","善薄","380"
"1546","Sù-kùi-n̂g-ki","Su3-kui3-ng5-ki","Sù-kuì-n̂g-ki","Su3-kui3-ng5-ki","四季黃枝","381"
"1547","Káu-kut-siau","Kau2-kut-siau","Káu-kut-siau","Kau2-kut-siau","狗骨消","381"
"1548","Sian-tan","Sian-tan","Sian-tan","Sian-tan","仙丹","381"
"1549","Chúi-tang-koe","Chui2-tang-koe","Tsuí-tang-kue","Tsui2-tang-kue","水冬瓜","382"
"1550","Lâi-á","Lai5-a2","Lâi-á","Lai5-a2","梨仔","383"
"1551","Lám-jîn-kū","Lam2-jin5-ku7","Lám-jîn-kū","Lam2-jin5-ku7","欖仁舅","383"
"1552","Lêng-thò͘-chu","Leng5-thoo3-chu","Lîng-thòo-tsu","Ling5-thoo3-tsu","龍吐珠","384"
"1553","Chu-á-chháu","Chu-a2-chhau2","Tsu-á-tsháu","Tsu-a2-tshau2","珠仔草","384"
"1554","Tēng-keng-chháu","Teng7-keng-chhau2","Tīng-king-tsháu","Ting7-king-tshau2","定經草","384"
"1555","Koe-chi-chháu","Koe-chi-chhau2","Kue-tsi-tsháu","Kue-tsi-tshau2","瓜子草","384"
"1556","Kau-tîn","Kau-tin5","Kau-tîn","Kau-tin5","鈎藤","385"
"1557","Tò-tiàu-hong","To3-tiau3-hong","Tò-tiàu-hong","To3-tiau3-hong","倒？風","385"
"1558","Koe-sái-tîn","Koe-sai2-tin5","Kue-sái-tîn","Kue-sai2-tin5","鷄屎藤","385"
"1559","Koe-phang-tîn","Koe-phang-tin5","Kue-phang-tîn","Kue-phang-tin5","鷄香藤","385"
"1560","Pe̍h-koe-sái-tîn","Peh8-koe-sai2-tin5","Pe̍h-kue-sái-tîn","Peh8-kue-sai2-tin5","白鷄屎藤","385"
"1561","Khîⁿ-piah-lêng","Khinn5-piah-leng5","Khînn-piah-lîng","Khinn5-piah-ling5","？壁龍","386"
"1562","Hong-put-tōng-tîn","Hong-put-tong7-tin5","Hong-put-tōng-tîn","Hong-put-tong7-tin5","風不動藤","386"
"1563","Chhì-á","Chhi3-a2","Tshì-á","Tshi3-a2","刺仔","386"
"1564","Âng-tîn-á-chháu","Ang5-tin5-a2-chhau2","Âng-tîn-á-tsháu","Ang5-tin5-a2-tshau2","紅藤仔草","386"
"1565","Âng-kun-á-chháu","Ang5-kun-a2-chhau2","Âng-kun-á-tsháu","Ang5-kun-a2-tshau2","紅根仔草","386"
"1566","Kim-kiàm-chháu","Kim-kiam3-chhau2","Kim-kiàm-tsháu","Kim-kiam3-tshau2","金劍草","386"
"1567","Phùn-seh","Phun3-seh","Phùn-seh","Phun3-seh","噴雪","387"
"1568","Chúi-kim-kiaⁿ","Chui2-kim-kiann","Tsuí-kim-kiann","Tsui2-kim-kiann","水金京、水金驚","387"
"1569","Chúi-hûn-á","Chui2-hun5-a2","Tsuí-hûn-á","Tsui2-hun5-a2","水魂仔","387"
"1570","Chúi-kim-tiāⁿ","Chui2-kim-tiann7","Tsuí-kim-tiānn","Tsui2-kim-tiann7","水金定","387"
"1571","Phàⁿ-kut-siau","Phann3-kut-siau","Phànn-kut-siau","Phann3-kut-siau","？骨消","388"
"1572","Chhit-hio̍h-liân","Chhit-hioh8-lian5","Tshit-hio̍h-liân","Tshit-hioh8-lian5","七葉蓮","388"
"1573","Kim-gûn-hoe","Kim-gun5-hoe","Kim-gûn-hue","Kim-gun5-hue","金銀花","388"
"1574","Jím-tang-tîn","Jim2-tang-tin5","Jím-tang-tîn","Jim2-tang-tin5","忍冬藤","388"
"1575","Sù-sî-chhun","Su3-si5-chhun","Sù-sî-tshun","Su3-si5-tshun","四時春","388"
"1576","Soaⁿ-ti-bah","Soann-ti-bah","Suann-ti-bah","Suann-ti-bah","山豬肉","388"
"1577","Âng-chí-á","Ang5-chi2-a2","Âng-tsí-á","Ang5-tsi2-a2","紅子仔","389"
"1578","Chhoan-san-liông","Chhoan-san-liong5","Tshuan-san-liông","Tshuan-san-liong5","穿山龍","391"
"1579","Tang-koe","Tang-koe","Tang-kue","Tang-kue","冬瓜、苳瓜","391"
"1580","Si-koe","Si-koe","Si-kue","Si-kue","西瓜","392"
"1581","Am-koe","Am-koe","Am-kue","Am-kue","菴瓜、庵瓜","392"
"1582","Chhí-koe","Chhi2-koe","Tshí-kue","Tshi2-kue","刺瓜、莿瓜","392"
"1583","Kim-koe","Kim-koe","Kim-kue","Kim-kue","金瓜","392"
"1584","Kim-koe","Kim-koe","Kim-kue","Kim-kue","金瓜","393"
"1585","Kim-si-gó͘-jiáu-lêng","Kim-si-goo2-jiau2-leng5","Kim-si-góo-jiáu-lîng","Kim-si-goo2-jiau2-ling5","金絲五爪龍","393"
"1586","Lêng-chhiu-tîn","Leng5-chhiu-tin5","Lîng-tshiu-tîn","Ling5-tshiu-tin5","龍鬚藤","393"
"1587","Gó͘-jiáu-hún-tîn","Goo2-jiau2-hun2-tin5","Góo-jiáu-hún-tîn","Goo2-jiau2-hun2-tin5","五爪粉藤","393"
"1588","Pû-á","Pu5-a2","Pû-á","Pu5-a2","匏仔","393"
"1589","Hô-lô͘-pû","Ho5-loo5-pu5","Hô-lôo-pû","Ho5-loo5-pu5","葫蘆匏","393"
"1590","Chhài-koe","Chhai3-koe","Tshài-kue","Tshai3-kue","菜瓜","393"
"1591","Si-koe","Si-koe","Si-kue","Si-kue","絲瓜","393"
"1592","Tò-tiàu-kim-cheng","To3-tiau3-kim-cheng","Tò-tiàu-kim-tsing","To3-tiau3-kim-tsing","倒？金鐘","394"
"1593","Soaⁿ-chhì-koe","Soann-chhi3-koe","Suann-tshì-kue","Suann-tshi3-kue","山刺瓜","394"
"1594","Khó͘-koe","Khoo2-koe","Khóo-kue","Khoo2-kue","苦瓜","394"
"1595","Chhàu-sái-koe","Chhau3-sai2-koe","Tshàu-sái-kue","Tshau3-sai2-kue","臭屎瓜","394"
"1596","Nâ-tâu-ko͘","Na5-tau5-koo","Nâ-tâu-koo","Na5-tau5-koo","林投菰","394"
"1597","Bo̍k-pih-chú","Bok8-pih-chu2","Bo̍k-pih-tsú","Bok8-pih-tsu2","木鼈子","394"
"1598","Thian-chháu","Thian-chhau2","Thian-tsháu","Thian-tshau2","天草","394"
"1599","Káu-sái-koe","Kau2-sai2-koe","Káu-sái-kue","Kau2-sai2-kue","狗屎瓜","394"
"1600","Chhàu-koe","Chhau3-koe","Tshàu-kue","Tshau3-kue","臭瓜","394"
"1601","Káu-sái-koe","Kau2-sai2-koe","Káu-sái-kue","Kau2-sai2-kue","狗屎瓜","395"
"1602","Chúi-sian-hoe-chháu","Chui2-sian-hoe-chhau2","Tsuí-sian-hue-tsháu","Tsui2-sian-hue-tshau2","水仙花草","397"
"1603","Liam-la̍t-á-chháu","Liam-lat8-a2-chhau2","Liam-la̍t-á-tsháu","Liam-lat8-a2-tshau2","拈力仔草","397"
"1604","Chúi-chháu","Chui2-chhau2","Tsuí-tsháu","Tsui2-tshau2","水草","397"
"1605","Sòe-hio̍h-chúi-chháu","Soe3-hioh8-chui2-chhau2","Suè-hio̍h-tsuí-tsháu","Sue3-hioh8-tsui2-tshau2","細葉水草","397"
"1606","Sì-hio̍h-chí-so͘","Si3-hioh8-chi2-soo","Sì-hio̍h-tsí-soo","Si3-hioh8-tsi2-soo","四葉紫蘇","398"
"1607","Tek-chat-hông","Tek-chat-hong5","Tik-tsat-hông","Tik-tsat-hong5","竹節黃","398"
"1608","Lâm-hong-chháu","Lam5-hong-chhau2","Lâm-hong-tsháu","Lam5-hong-tshau2","南風草","398"
"1609","It-ki-hiuⁿ","It-ki-hiunn","It-ki-hiunn","It-ki-hiunn","一枝香","398"
"1610","Liú-á-hông","Liu2-a2-hong5","Liú-á-hông","Liu2-a2-hong5","柳仔黃","398"
"1611","Sòe-pún-chhân-iⁿ-pn̄g","Soe3-pun2-chhan5-inn-png7","Suè-pún-tshân-inn-pn̄g","Sue3-pun2-tshan5-inn-png7","細本蜻蜓飯","398"
"1612","Báng-á-hun-chháu","Bang2-a2-hun-chhau2","Báng-á-hun-tsháu","Bang2-a2-hun-tshau2","蚊仔煙草","400"
"1613","Chhiⁿ-o-chháu","Chhinn-o-chhau2","Tshinn-o-tsháu","Tshinn-o-tshau2","青萵草","400"
"1614","Chhiⁿ-o","Chhinn-o","Tshinn-o","Tshinn-o","青荷","400"
"1615","Chin-chu-chhài","Chin-chu-chhai3","Tsin-tsu-tshài","Tsin-tsu-tshai3","珍珠菜、真珠菜","400"
"1616","Kak-chhài","Kak-chhai3","Kak-tshài","Kak-tshai3","角菜","400"
"1617","Tiⁿ-chhài","Tinn-chhai3","Tinn-tshài","Tinn-tshai3","甜菜","400"
"1618","Hiāⁿ","Hiann7","Hiānn","Hiann7","艾","401"
"1619","Kî-gāi","Ki5-gai7","Kî-gāi","Ki5-gai7","祈艾","401"
"1620","Siong-si̍t-chháu","Siong-sit8-chhau2","Siong-si̍t-tsháu","Siong-sit8-tshau2","傷食草","401"
"1621","Khui-pî-chháu","Khui-pi5-chhau2","Khui-pî-tsháu","Khui-pi5-tshau2","開脾草","401"
"1622","Thih-tiò-koaⁿ","Thih-tio3-koann","Thih-tiò-kuann","Thih-tio3-kuann","鐵釣竿","402"
"1623","Soaⁿ-khó͘-lēng","Soann-khoo2-leng7","Suann-khóo-līng","Suann-khoo2-ling7","山苦楝","402"
"1624","Hâm-hong-chháu","Ham5-hong-chhau2","Hâm-hong-tsháu","Ham5-hong-tshau2","咸豐草","402"
"1625","Tông-tī-chháu","Tong5-ti7-chhau2","Tông-tī-tsháu","Tong5-ti7-tshau2","同治草","402"
"1626","Tāi-hong-chháu","Tai7-hong-chhau2","Tāi-hong-tsháu","Tai7-hong-tshau2","大楓草、大風草","403"
"1627","Tāi-teng-hông","Tai7-teng-hong5","Tāi-ting-hông","Tai7-ting-hong5","大丁黃","403"
"1628","Tāi-hông-chháu","Tai7-hong5-chhau2","Tāi-hông-tsháu","Tai7-hong5-tshau2","大黃草","403"
"1629","Kòa-chhiú-hiuⁿ","Koa3-chhiu2-hiunn","Kuà-tshiú-hiunn","Kua3-tshiu2-hiunn","蓋手香","403"
"1630","Saⁿ-liām-chháu","Sann-liam7-chhau2","Sann-liām-tsháu","Sann-liam7-tshau2","三？草","403"
"1631","Siⁿ-mn̂g-chiong-kun","Sinn-mng5-chiong-kun","Sinn-mn̂g-tsiong-kun","Sinn-mng5-tsiong-kun","生毛將軍","403"
"1632","Soaⁿ-pe̍h-chhài","Soann-peh8-chhai3","Suann-pe̍h-tshài","Suann-peh8-tshai3","山白菜","403"
"1633","Cháu-bé-thai","Chau2-be2-thai","Tsáu-bé-thai","Tsau2-be2-thai","走馬胎","404"
"1634","Sang-ha̍p-kiàm-hio̍h-chháu","Sang-hap8-kiam3-hioh8-chhau2","Sang-ha̍p-kiàm-hio̍h-tsháu","Sang-hap8-kiam3-hioh8-tshau2","雙合劍葉草","404"
"1635","Mn̂g-chiong-kun","Mng5-chiong-kun","Mn̂g-tsiong-kun","Mng5-tsiong-kun","毛將軍","404"
"1636","Thò͘-hī-chháu","Thoo3-hi7-chhau2","Thòo-hī-tsháu","Thoo3-hi7-tshau2","兔耳草","404"
"1637","Kim-chóaⁿ","Kim-choann2","Kim-tsuánn","Kim-tsuann2","金盞","404"
"1638","Chu-á-chháu","Chu-a2-chhau2","Tsu-á-tsháu","Tsu-a2-tshau2","珠仔草","405"
"1639","Móa-thian-seng","Moa2-thian-seng","Muá-thian-sing","Mua2-thian-sing","滿天星","405"
"1640","Ia̍h-á-chháu","Iah8-a2-chhau2","Ia̍h-á-tsháu","Iah8-a2-tshau2","蝶仔草","405"
"1641","Pe̍h-kiok-hoe","Peh8-kiok-hoe","Pe̍h-kiok-hue","Peh8-kiok-hue","白菊花","405"
"1642","Kiok-á","Kiok-a2","Kiok-á","Kiok-a2","菊仔","406"
"1643","Kiok-hoe","Kiok-hoe","Kiok-hue","Kiok-hue","菊花","406"
"1644","Kak-hoe","Kak-hoe","Kak-hue","Kak-hue","菊花","406"
"1645","Tang-e-chhài","Tang-e-chhai3","Tang-e-tshài","Tang-e-tshai3","苳萵菜","406"
"1646","Tâng-o-chhài","Tang5-o-chhai3","Tâng-o-tshài","Tang5-o-tshai3","茼萵菜","406"
"1647","Phah-bó͘-chhài","Phah-boo2-chhai3","Phah-bóo-tshài","Phah-boo2-tshai3","打妻菜","406"
"1648","Tang-o","Tang-o","Tang-o","Tang-o","茼萵","406"
"1649","Koe-kè-kńg","Koe-ke3-kng2","Kue-kè-kńg","Kue-ke3-kng2","雞？卷","406"
"1650","Koe-kak-chhì","Koe-kak-chhi3","Kue-kak-tshì","Kue-kak-tshi3","雞？刺","406"
"1651","Soaⁿ-kòa-chhài","Soann-koa3-chhai3","Suann-kuà-tshài","Suann-kua3-tshai3","山芥菜","408"
"1652","Soaⁿ-kun-lêng","Soann-kun-leng5","Suann-kun-lîng","Suann-kun-ling5","山根龍","408"
"1653","Soaⁿ-koe-chhài","Soann-koe-chhai3","Suann-kue-tshài","Suann-kue-tshai3","山瓜菜","408"
"1654","Soaⁿ-pe-lêng","Soann-pe-leng5","Suann-pe-lîng","Suann-pe-ling5","山菠薐","408"
"1655","Tàu-piah-hông","Tau3-piah-hong5","Tàu-piah-hông","Tau3-piah-hong5","罩壁黃","408"
"1656","Phû-iông","Phu5-iong5","Phû-iông","Phu5-iong5","芙蓉","408"
"1657","Ti-chhài-chháu","Ti-chhai3-chhau2","Ti-tshài-tsháu","Ti-tshai3-tshau2","豬菜草","408"
"1658","Sòe-hō-liam-la̍t-á","Soe3-ho7-liam-lat8-a2","Suè-hō-liam-la̍t-á","Sue3-ho7-liam-lat8-a2","細號拈力仔","408"
"1659","Chhân-o͘-chháu","Chhan5-oo-chhau2","Tshân-oo-tsháu","Tshan5-oo-tshau2","田烏草","408"
"1660","O͘-chhân-o͘","Oo-chhan5-oo","Oo-tshân-oo","Oo-tshan5-oo","烏田烏","408"
"1661","Chhân-o͘-á-chháu","Chhan5-oo-a2-chhau2","Tshân-oo-á-tsháu","Tshan5-oo-a2-tshau2","田烏仔草","408"
"1662","Pe̍h-teng-khiā-u","Peh8-teng-khia7-u","Pe̍h-ting-khiā-u","Peh8-ting-khia7-u","白登竪杇","408"
"1663","Hâm-hong-chháu","Ham5-hong-chhau2","Hâm-hong-tsháu","Ham5-hong-tshau2","咸豐草","408"
"1664","Teng-khiā-u","Teng-khia7-u","Ting-khiā-u","Ting-khia7-u","登竪杇","409"
"1665","Âng-teng-khiā-u","Ang5-teng-khia7-u","Âng-ting-khiā-u","Ang5-ting-khia7-u","紅登竪杇","409"
"1666","Sòe-pún-teng-khiā-u","Soe3-pun2-teng-khia7-u","Suè-pún-ting-khiā-u","Sue3-pun2-ting-khia7-u","細本登竪杇","409"
"1667","Hio̍h-ē-âng","Hioh8-e7-ang5","Hio̍h-ē-âng","Hioh8-e7-ang5","葉下紅","409"
"1668","Siau-sit-chháu","Siau-sit-chhau2","Siau-sit-tsháu","Siau-sit-tshau2","？？草","409"
"1669","Hiuⁿ-chháu","Hiunn-chhau2","Hiunn-tsháu","Hiunn-tshau2","香草","410"
"1670","Phang-chháu","Phang-chhau2","Phang-tsháu","Phang-tshau2","香草","410"
"1671","Pe̍h-hoe-á-chháu","Peh8-hoe-a2-chhau2","Pe̍h-hue-á-tsháu","Peh8-hue-a2-tshau2","白花仔草","410"
"1672","Tōa-pe̍h-hoe","Toa7-peh8-hoe","Tuā-pe̍h-hue","Tua7-peh8-hue","大白花","410"
"1673","Tōa-pún-pe̍h-hoe-á-chháu","Toa7-pun2-peh8-hoe-a2-chhau2","Tuā-pún-pe̍h-hue-á-tsháu","Tua7-pun2-peh8-hue-a2-tshau2","大本白花仔草","410"
"1674","La̍k-ge̍h-seh","Lak8-geh8-seh","La̍k-ge̍h-seh","Lak8-geh8-seh","六月雪","410"
"1675","Chiam-bé-hong","Chiam-be2-hong","Tsiam-bé-hong","Tsiam-be2-hong","尖尾風","410"
"1676","Te̍k-lân-chháu","Tek8-lan5-chhau2","Te̍k-lân-tsháu","Tek8-lan5-tshau2","澤蘭草","410"
"1677","Pan-tek-siuⁿ-si","Pan-tek-siunn-si","Pan-tik-siunn-si","Pan-tik-siunn-si","班竹相思","410"
"1678","Soaⁿ-te̍k-lân","Soann-tek8-lan5","Suann-ti̍k-lân","Suann-tik8-lan5","山澤蘭","410"
"1679","Sim-kong-chháu","Sim-kong-chhau2","Sim-kong-tsháu","Sim-kong-tshau2","心廣草","410"
"1680","Te̍k-lân","Tek8-lan5","Ti̍k-lân","Tik8-lan5","澤蘭","410"
"1681","Hiong-jû","Hiong-ju5","Hiong-jû","Hiong-ju5","香茹","411"
"1682","Âng-bīn-hoan","Ang5-bin7-hoan","Âng-bīn-huan","Ang5-bin7-huan","紅面番","411"
"1683","Chhú-khak-kū","Chhu2-khak-ku7","Tshú-khak-kū","Tshu2-khak-ku7","鼠殼舅、鼠麴舅","411"
"1684","Chheng-bêng-chháu","Chheng-beng5-chhau2","Tshing-bîng-tsháu","Tshing-bing5-tshau2","清明草","411"
"1685","Chhú-khak","Chhu2-khak","Tshú-khak","Tshu2-khak","鼠麴","411"
"1686","Chhú-khak-chháu","Chhu2-khak-chhau2","Tshú-khak-tsháu","Tshu2-khak-tshau2","鼠麴草","411"
"1687","Âng-chhài","Ang5-chhai3","Âng-tshài","Ang5-tshai3","紅菜","412"
"1688","Âng-hōng-chhài","Ang5-hong7-chhai3","Âng-hōng-tshài","Ang5-hong7-tshai3","紅鳳菜","412"
"1689","Pe̍h-hōng-chhài","Peh8-hong7-chhai3","Pe̍h-hōng-tshài","Peh8-hong7-tshai3","白鳳菜","412"
"1690","Hiòng-ji̍t-kûi","Hiong3-jit8-kui5","Hiòng-ji̍t-kuî","Hiong3-jit8-kui5","向日葵","412"
"1691","Giâ-á-chháu","Gia5-a2-chhau2","Giâ-á-tsháu","Gia5-a2-tshau2","鵞仔草","413"
"1692","Thò͘-á-chhài","Thoo3-a2-chhai3","Thòo-á-tshài","Thoo3-a2-tshai3","兔仔草","413"
"1693","Pô͘-kong-eng","Poo5-kong-eng","Pôo-kong-ing","Poo5-kong-ing","蒲公英","413"
